ticket_id,created_at,channel,category,subcategory,priority,customer_message,assigned_team,agent_id,first_response_min,resolution_min,resolution_status,csat_score,contacts_per_ticket,cost_usd,market
TKT-105090,2026-02-23 05:12:14,chat,voucher_problem,wrong_voucher,high,i have a voucher for a deal that's no longer available.,bpo_vendorA,VA-018,7.3,14.3,resolved,3,4,2.09,UK
TKT-104523,2026-02-23 05:13:55,email,voucher_problem,voucher_not_working,low,The voucher shows as redeemed but I never used it. ??,ai_chatbot,,0.6,5.4,escalated,1,3,0.14,FR
TKT-108261,2026-02-23 05:15:19,phone,billing,double_charge,low,Can you update my payment method?,bpo_vendorA,VA-033,25.2,,abandoned,,6,4.9,US
TKT-109852,2026-02-23 05:22:46,chat,other,partnership,medium,I have a suggestion for improving the app.,ai_chatbot,,0.7,7.9,escalated,3,4,0.15,US
TKT-102555,2026-02-23 05:22:55,social,refund,,medium,I've been waiting 2 weeks for my refund and still nothing.,bpo_vendorB,VB-031,37.2,60.0,resolved,4,5,1.81,FR
TKT-105709,2026-02-23 05:33:39,social,refund,,high,"I want to return this product, how do I get refunded?",bpo_vendorA,VA-039,61.2,62.2,resolved,4,3,3.46,UK
TKT-102364,2026-02-23 05:33:49,email,billing,promo_code_issue,urgent,Getting charged for Groupon+ but never signed up for it.,in_house,IH-015,,32.0,escalated,,7,6.01,DE
TKT-103724,2026-02-23 05:34:52,chat,voucher_problem,wrong_voucher,medium,I need to change the date on my voucher booking.,bpo_vendorB,VB-022,5.8,,abandoned,3,3,1.42,UK
TKT-102287,2026-02-23 05:36:16,chat,voucher_problem,,urgent,I need to change the date on my voucher booking.,in_house,IH-035,1.8,6.8,escalated,,6,3.49,US
TKT-105983,2026-02-23 05:43:22,email,voucher_problem,voucher_transfer,medium,i have a voucher for a deal that's no longer available. URGENT!!!,bpo_vendorB,VB-012,337.3,,abandoned,3,4,2.26,US
TKT-107233,2026-02-23 05:44:49,email,voucher_problem,wrong_voucher,high,"My voucher expired before I could use it, can you extend it?",in_house,IH-013,38.2,39.2,resolved,4,2,4.08,UK
TKT-106837,2026-02-23 05:47:02,social,other,feedback,medium,Do you have any deals for [city]?,bpo_vendorB,VB-017,36.1,,pending,3,5,0.0,UK
TKT-103981,2026-02-23 05:48:01,social,voucher_problem,,medium,The voucher shows as redeemed but I never used it.,bpo_vendorB,VB-001,61.6,,pending,3,4,2.3,US
TKT-104965,2026-02-23 05:52:37,social,refund,refund_policy_question,medium,"Double charged on my last purchase, need one refund.",in_house,IH-017,45.1,70.8,resolved,5,3,5.65,UK
TKT-101202,2026-02-23 06:03:19,social,billing,subscription_cancel,low,i cancelled within the window but was still charged.,bpo_vendorA,VA-026,87.8,202.2,resolved,3,4,3.06,DE
TKT-109691,2026-02-23 06:06:23,social,merchant_issue,,medium,Merchant says they never agreed to this deal on Groupon.,bpo_vendorA,VA-028,263.0,288.1,resolved,3,5,5.01,FR
TKT-107395,2026-02-23 06:06:57,chat,other,,urgent,can you recommend a good restaurant deal in my area?,in_house,IH-012,1.4,2.7,resolved,5,3,4.44,US
TKT-109671,2026-02-23 06:10:56,chat,account,account_locked,low,I want to delete my account and all my data.,ai_chatbot,,0.6,61.8,resolved,,3,0.18,US
TKT-108075,2026-02-23 06:11:03,chat,order_status,wrong_item,medium,When will my voucher be activated? I purchased it yesterday.,bpo_vendorB,VB-033,4.1,34.1,escalated,,6,2.39,ES
TKT-107697,2026-02-23 06:12:12,chat,merchant_issue,,medium,The merchant is asking for additional payment beyond the Groupon price.,in_house,IH-004,2.2,-54.1,resolved,4,5,3.69,DE
TKT-103050,2026-02-23 06:12:21,chat,voucher_problem,voucher_transfer,medium,Can I transfer my voucher to someone else?,ai_chatbot,,0.4,15.5,escalated,4,2,0.16,US
TKT-101189,2026-02-23 06:17:10,email,merchant_issue,redemption_problem,medium,The merchant is asking for additional payment beyond the Groupon price.,bpo_vendorA,VA-005,392.4,,pending,3,2,3.31,FR
TKT-100738,2026-02-23 06:20:35,social,billing,promo_code_issue,medium,"I was charged twice for the same deal, please fix this.",ai_chatbot,,1.6,,abandoned,3,4,0.12,DE
TKT-100003,2026-02-23 06:24:05,email,refund,full_refund,low,"i want to return this product, how do i get refunded?",in_house,IH-028,94.5,95.5,resolved,4,5,5.78,DE
TKT-105599,2026-02-23 06:37:38,phone,refund,refund_not_received,urgent,Merchant went out of business before I could use my voucher.,in_house,IH-022,2.5,755.7,resolved,4,3,16.46,IT
TKT-102878,2026-02-23 06:38:11,chat,voucher_problem,wrong_voucher,medium,I need to change the date on my voucher booking.,ai_chatbot,,,3.3,escalated,3,4,0.15,UK
TKT-104737,2026-02-23 06:39:12,chat,other,,high,"I'm having trouble with the website, pages won't load.",ai_chatbot,,0.2,,pending,3,1,0.12,IT
TKT-109644,2026-02-23 06:39:42,phone,order_status,delivery_delayed,medium,My order status has been 'processing' for a week now.,in_house,IH-023,7.1,26.6,resolved,,4,7.26,DE
TKT-104370,2026-02-23 06:39:43,email,merchant_issue,,medium,The merchant's phone number on the deal is disconnected.,ai_chatbot,,1.1,165.7,resolved,,4,0.23,DE
TKT-105483,2026-02-23 06:40:24,phone,refund,refund_not_received,high,Merchant went out of business before I could use my voucher.,bpo_vendorA,VA-030,13.8,29.1,escalated,4,5,4.18,US
TKT-107287,2026-02-23 06:46:14,social,account,password_reset,low,"I can't reset my password, the email never arrives.",ai_chatbot,,5.0,7.1,resolved,4,2,0.13,US
TKT-100194,2026-02-23 06:48:19,email,order_status,order_not_received,medium,i need to change the delivery address for my order.,bpo_vendorA,VA-049,144.8,,abandoned,2,4,2.51,US
TKT-104822,2026-02-23 06:49:40,chat,account,password_reset,low,I want to delete my account and all my data.,ai_chatbot,,0.8,4.1,resolved,3,3,0.1,US
TKT-106324,2026-02-23 06:51:46,social,voucher_problem,,low,Voucher says valid until next month but merchant won't accept it.,ai_chatbot,,4.9,6.0,escalated,3,5,0.17,FR
TKT-103723,2026-02-23 06:53:04,chat,voucher_problem,wrong_voucher,medium,Voucher says valid until next month but merchant won't accept it.,ai_chatbot,,0.3,2.1,resolved,4,4,0.11,US
TKT-106388,2026-02-23 06:59:07,email,merchant_issue,service_quality,low,The merchant's phone number on the deal is disconnected. URGENT!!!,bpo_vendorB,VB-032,237.8,672.7,resolved,2,6,7.35,FR
TKT-109780,2026-02-23 07:03:33,email,merchant_issue,redemption_problem,high,The merchant was rude and refused to accept my Groupon.,bpo_vendorA,VA-034,78.0,80.5,resolved,3,5,4.02,US
TKT-104541,2026-02-23 07:08:50,social,order_status,,urgent,Order is stuck in transit for over 10 days.,bpo_vendorB,VB-008,22.1,24.7,resolved,4,6,2.22,US
TKT-100092,2026-02-23 07:14:43,email,voucher_problem,voucher_not_working,medium,Voucher says valid until next month but merchant won't accept it.,in_house,IH-007,24.4,112.8,resolved,,2,5.1,US
TKT-105047,2026-02-23 07:19:56,email,refund,partial_refund,medium,Can I get a partial refund? The service was only half of what was promised.,bpo_vendorA,VA-019,73.6,74.6,resolved,,3,2.79,UK
TKT-100707,2026-02-23 07:25:17,phone,other,partnership,high,How do Groupon deals work exactly?,in_house,IH-033,5.6,6.6,escalated,1,6,7.19,UK
TKT-109441,2026-02-23 07:26:01,chat,refund,refund_policy_question,urgent,I've been waiting 2 weeks for my refund and still nothing.,bpo_vendorB,VB-036,0.9,24.0,resolved,,5,2.36,AU
TKT-104552,2026-02-23 07:26:24,social,refund,refund_policy_question,low,Merchant went out of business before I could use my voucher.,ai_chatbot,,2.5,5.5,escalated,,4,0.13,AU
TKT-108344,2026-02-23 07:32:12,email,billing,double_charge,high,My bank flagged a Groupon charge as suspicious.,ai_chatbot,,0.7,5.0,escalated,,5,0.12,US
TKT-106925,2026-02-23 07:35:47,social,account,delete_account,high,My account shows purchases I didn't make.,ai_chatbot,,0.8,1.8,resolved,5,3,0.16,US
TKT-107218,2026-02-23 07:40:43,phone,merchant_issue,service_quality,medium,The merchant's phone number on the deal is disconnected.,in_house,IH-025,9.6,65.0,escalated,,7,8.1,AU
TKT-101810,2026-02-23 07:41:05,chat,order_status,,urgent,Order is stuck in transit for over 10 days.,ai_chatbot,,0.6,2.3,escalated,2,5,0.1,UK
TKT-101353,2026-02-23 07:41:23,phone,order_status,tracking_issue,high,My order status has been 'processing' for a week now,in_house,IH-032,7.5,35.1,resolved,3,1,6.42,DE
TKT-106436,2026-02-23 07:43:35,chat,merchant_issue,service_quality,high,The merchant was rude and refused to accept my Groupon. ...,bpo_vendorA,VA-029,5.3,18.5,resolved,,5,2.92,US
TKT-105674,2026-02-23 07:44:42,phone,other,,low,"I'm having trouble with the website, pages won't load.",in_house,IH-008,22.0,23.0,resolved,5,4,8.45,IT
TKT-108982,2026-02-23 07:47:12,email,merchant_issue,,low,the merchant was rude and refused to accept my groupon.,bpo_vendorB,VB-010,92.4,119.5,escalated,3,7,2.77,UK
TKT-106042,2026-02-23 07:47:22,phone,refund,,high,I've been waiting 2 weeks for my refund and still nothing.,in_house,IH-013,5.6,30.1,resolved,4,3,7.82,FR
TKT-106534,2026-02-23 07:56:43,chat,voucher_problem,voucher_expired,high,Can I transfer my voucher to someone else?,ai_chatbot,,0.2,1.9,resolved,,5,0.09,AU
TKT-106684,2026-02-23 08:04:18,email,other,feedback,medium,I have a suggestion for improving the app.,in_house,IH-029,51.5,199.4,resolved,3,4,7.38,IT
TKT-109325,2026-02-23 08:08:58,email,other,,medium,Can you recommend a good restaurant deal in my area?,bpo_vendorA,VA-038,101.7,181.8,resolved,,4,5.31,AU
TKT-105870,2026-02-23 08:16:41,email,voucher_problem,voucher_expired,low,i received the wrong voucher for my purchase.,bpo_vendorB,VB-008,161.9,304.1,resolved,4,3,3.83,US
TKT-100438,2026-02-23 08:20:32,chat,merchant_issue,service_quality,medium,The service quality was far below what was advertised.,in_house,IH-020,3.6,38.2,resolved,4,4,3.48,DE
TKT-103773,2026-02-23 08:20:45,email,other,partnership,high,Do you have any deals for [city]?,in_house,IH-002,37.3,94.6,escalated,4,7,5.89,FR
TKT-105611,2026-02-23 08:21:20,chat,account,account_locked,urgent,"I can't reset my password, the email never arrives.",in_house,IH-014,1.0,52.1,resolved,4,1,4.51,ES
TKT-102892,2026-02-23 08:25:21,phone,refund,full_refund,low,"I need a refund for my purchase, the deal was not what was described.",bpo_vendorA,VA-002,24.5,33.4,resolved,4,2,3.61,DE
TKT-109133,2026-02-23 08:26:56,email,refund,refund_policy_question,low,"Double charged on my last purchase, need one refund.",in_house,IH-010,78.3,79.3,resolved,3,2,5.3,US
TKT-105529,2026-02-23 08:27:08,email,refund,partial_refund,urgent,Merchant went out of business before I could use my voucher.,ai_chatbot,,0.5,6.8,resolved,3,1,0.15,FR
TKT-109866,2026-02-23 08:29:22,phone,merchant_issue,merchant_closed,low,merchant says they never agreed to this deal on groupon.,bpo_vendorB,VB-017,28.2,57.5,resolved,5,6,3.65,US
TKT-109902,2026-02-23 08:29:52,phone,account,email_change,medium,I forgot which email I used to create my account.,bpo_vendorB,VB-005,89.8,90.8,escalated,3,6,4.93,DE
TKT-104093,2026-02-23 08:30:06,email,account,,low,I want to delete my account and all my data,bpo_vendorA,VA-013,92.5,93.5,escalated,3,7,3.8,ES
TKT-101936,2026-02-23 08:30:35,chat,order_status,delivery_delayed,medium,"I received the wrong item, this isn't what I ordered.",bpo_vendorA,VA-008,4.4,18.0,resolved,5,5,1.67,IT
TKT-107120,2026-02-23 08:34:03,chat,merchant_issue,service_quality,medium,The merchant's phone number on the deal is disconnected.,ai_chatbot,,0.6,13.6,resolved,4,4,0.14,UK
TKT-105867,2026-02-23 08:36:02,social,billing,payment_failed,medium,"I was charged twice for the same deal, please fix this.",ai_chatbot,,1.6,14.6,resolved,,6,0.0,US
TKT-105975,2026-02-23 08:38:00,chat,voucher_problem,,high,My voucher won't load on the mobile app.,in_house,IH-018,1.9,29.1,resolved,4,2,5.15,DE
TKT-100502,2026-02-23 08:43:21,social,merchant_issue,merchant_no_show,high,Merchant says they never agreed to this deal on Groupon.,bpo_vendorB,VB-024,44.1,45.1,escalated,3,8,2.57,AU
TKT-103534,2026-02-23 08:47:27,chat,order_status,tracking_issue,low,Tracking shows delivered but I never got it.,ai_chatbot,,1.0,5.5,resolved,,2,0.13,ES
TKT-103733,2026-02-23 08:50:52,email,order_status,delivery_delayed,high,can you confirm my order went through? i didn't get a confirmation email.,bpo_vendorB,VB-005,84.7,90.8,resolved,4,6,3.2,US
TKT-104153,2026-02-23 08:59:01,phone,other,,low,Is Groupon still operating? I heard rumors you were shutting down.,in_house,IH-024,8.8,25.3,escalated,3,6,6.75,UK
TKT-103353,2026-02-23 09:03:27,email,order_status,wrong_item,medium,Tracking shows delivered but I never got it.,bpo_vendorA,VA-025,101.6,,pending,4,3,2.87,UK
TKT-100209,2026-02-23 09:03:28,email,refund,refund_not_received,low,I bought a voucher last week and it doesn't work. I want my money back.,bpo_vendorA,VA-001,89.0,,abandoned,1,7,2.8,AU
TKT-105259,2026-02-23 09:10:34,chat,refund,refund_policy_question,low,I never received my order and want a full refund please.,bpo_vendorA,VA-018,5.3,,abandoned,1,5,1.68,US
TKT-104930,2026-02-23 09:10:37,chat,refund,refund_policy_question,medium,"The experience was terrible, nothing like advertised. Refund please! URGENT!!!",in_house,IH-009,2.1,8.6,resolved,3,1,3.24,AU
TKT-106632,2026-02-23 09:10:49,chat,other,general_inquiry,medium,"I'm having trouble with the website, pages won't load.",ai_chatbot,,0.4,1.4,resolved,3,2,0.11,IT
TKT-109449,2026-02-23 09:11:03,chat,account,delete_account,high,Someone hacked my account and made purchases.,ai_chatbot,,0.2,3.7,resolved,5,2,0.09,DE
TKT-102854,2026-02-23 09:11:34,chat,merchant_issue,merchant_closed,medium,The service quality was far below what was advertised.,ai_chatbot,,0.8,,pending,2,3,0.0,IT
TKT-104293,2026-02-23 09:12:05,phone,order_status,wrong_item,medium,My order status has been 'processing' for a week now.,bpo_vendorA,VA-009,15.3,20.9,resolved,3,3,5.41,DE
TKT-108917,2026-02-23 09:13:58,email,merchant_issue,merchant_no_show,low,The merchant is asking for additional payment beyond the Groupon price.,bpo_vendorB,VB-038,127.3,271.8,resolved,3,7,5.16,US
TKT-106782,2026-02-23 09:16:37,social,order_status,delivery_delayed,low,Package shows delivered to wrong address.,in_house,IH-009,31.1,32.1,escalated,3,6,4.64,ES
TKT-104084,2026-02-23 09:24:41,chat,other,,urgent,I have a suggestion for improving the app.,ai_chatbot,,0.3,,pending,4,1,0.11,DE
TKT-102793,2026-02-23 09:31:04,social,refund,full_refund,medium,Merchant went out of business before I could use my voucher.,ai_chatbot,,1.6,0.5,resolved,4,4,0.13,ES
TKT-106011,2026-02-23 09:32:24,email,other,,low,What's your return policy?,bpo_vendorA,VA-045,169.1,,pending,3,5,2.01,UK
TKT-104053,2026-02-23 09:33:53,chat,billing,promo_code_issue,medium,Getting charged for Groupon+ but never signed up for it.,ai_chatbot,,1.1,5.8,escalated,2,5,0.14,US
TKT-108931,2026-02-23 09:39:55,email,account,delete_account,medium,I want to delete my account and all my data.,bpo_vendorA,VA-041,72.3,73.3,resolved,4,5,2.91,US
TKT-101372,2026-02-23 09:41:24,phone,other,,medium,what's your return policy?,in_house,IH-001,75.3,,pending,3,4,5.83,AU
TKT-104996,2026-02-23 09:45:50,social,merchant_issue,,high,Merchant added extra charges not mentioned in the deal.,bpo_vendorA,VA-012,73.8,,abandoned,2,3,3.12,US
TKT-100971,2026-02-23 10:00:43,social,order_status,wrong_item,medium,My order status has been 'processing' for a week now.,in_house,IH-012,34.4,42.2,resolved,5,3,5.1,US
TKT-109466,2026-02-23 10:01:23,chat,voucher_problem,wrong_voucher,high,I received the wrong voucher for my purchase.,ai_chatbot,,1.2,2.5,resolved,4,3,0.09,US
TKT-105976,2026-02-23 10:06:52,email,order_status,tracking_issue,high,My order status has been 'processing' for a week now.,ai_chatbot,,0.4,4.0,resolved,4,2,0.19,FR
TKT-107152,2026-02-23 10:11:16,phone,other,partnership,low,Just wanted to say I had a great experience with my last deal!,bpo_vendorA,VA-012,20.2,44.9,resolved,,3,4.17,US
TKT-101325,2026-02-23 10:15:50,social,other,general_inquiry,high,How do I become a merchant on Groupon? this is ridiculous,ai_chatbot,,1.5,2.5,resolved,3,1,0.1,IT
TKT-104369,2026-02-23 10:16:58,email,voucher_problem,,medium,I have a voucher for a deal that's no longer available.,in_house,IH-022,102.1,103.1,resolved,,2,4.84,US
TKT-102644,2026-02-23 10:28:46,social,merchant_issue,merchant_closed,medium,merchant says they never agreed to this deal on groupon.,in_house,IH-024,36.8,,abandoned,1,4,4.35,UK
TKT-102538,2026-02-23 10:28:47,social,other,feedback,low,How do I become a merchant on Groupon?,ai_chatbot,,4.5,5.5,escalated,2,4,0.15,AU
TKT-109676,2026-02-23 10:34:11,email,refund,,low,Requesting refund - merchant refused to honor the deal.,bpo_vendorB,VB-016,415.3,841.4,escalated,3,8,5.7,US
TKT-101565,2026-02-23 10:39:41,chat,billing,double_charge,low,Getting charged for Groupon+ but never signed up for it.,bpo_vendorA,VA-031,5.9,,pending,3,7,1.7,US
TKT-103362,2026-02-23 10:42:05,chat,refund,partial_refund,low,I bought a voucher last week and it doesn't work. I want my money back.,bpo_vendorB,VB-022,7.3,17.9,resolved,,3,1.99,AU
TKT-104085,2026-02-23 10:45:45,chat,voucher_problem,voucher_expired,high,I received the wrong voucher for my purchase.,bpo_vendorB,VB-002,3.1,61.8,resolved,4,5,1.94,ES
TKT-104427,2026-02-23 10:57:55,email,refund,full_refund,low,Can I get a partial refund? The service was only half of what was promised.,bpo_vendorA,VA-031,86.6,87.6,resolved,2,2,2.47,US
TKT-109809,2026-02-23 11:01:21,social,order_status,delivery_delayed,high,Status says 'shipped' but carrier has no record of it.,in_house,IH-033,24.4,25.4,resolved,4,3,3.84,FR
TKT-106021,2026-02-23 11:11:41,chat,voucher_problem,wrong_voucher,high,my voucher won't load on the mobile app.,ai_chatbot,,0.2,1.7,resolved,4,4,0.15,FR
TKT-109988,2026-02-23 11:11:44,chat,merchant_issue,merchant_closed,high,The merchant is asking for additional payment beyond the Groupon price.,ai_chatbot,,0.4,,abandoned,,2,0.09,AU
TKT-101894,2026-02-23 11:26:10,phone,billing,promo_code_issue,low,My bank flagged a Groupon charge as suspicious.,in_house,IH-010,10.6,43.3,resolved,5,5,5.44,ES
TKT-109263,2026-02-23 11:26:24,email,order_status,delivery_delayed,high,"i received the wrong item, this isn't what i ordered.",ai_chatbot,,0.7,9.5,escalated,4,3,0.15,US
TKT-105204,2026-02-23 11:29:47,email,other,,high,What's your return policy?,bpo_vendorB,VB-033,83.2,98.9,resolved,,4,3.32,IT
TKT-106946,2026-02-23 11:31:57,social,order_status,,high,Status says 'shipped' but carrier has no record of it.,bpo_vendorB,VB-011,68.5,97.3,resolved,3,5,2.64,DE
TKT-107619,2026-02-23 11:36:10,social,voucher_problem,wrong_voucher,medium,I need to change the date on my voucher booking.,bpo_vendorA,VA-043,73.7,2671.1,resolved,5,6,21.85,UK
TKT-101413,2026-02-23 11:36:18,social,refund,partial_refund,medium,I never received my order and want a full refund please.,ai_chatbot,,1.7,12.3,resolved,5,4,0.18,IT
TKT-106095,2026-02-23 11:37:23,social,order_status,tracking_issue,medium,Tracking shows delivered but I never got it.,in_house,IH-013,39.9,40.9,resolved,4,3,3.67,US
TKT-102977,2026-02-23 11:40:13,social,refund,partial_refund,high,I bought a voucher last week and it doesn't work. I want my money back.,bpo_vendorA,VA-035,63.6,,pending,3,3,2.19,US
TKT-108800,2026-02-23 11:40:45,email,order_status,,high,I need to change the delivery address for my order.,ai_chatbot,,0.5,7.5,resolved,3,1,0.11,US
TKT-103088,2026-02-23 11:42:58,chat,refund,refund_not_received,high,I never received my order and want a full refund please.,bpo_vendorB,VB-035,3.7,31.8,escalated,,5,2.39,UK
TKT-107949,2026-02-23 11:44:14,chat,refund,full_refund,low,Requesting refund - merchant refused to honor the deal.,ai_chatbot,,0.9,5.5,resolved,4,3,0.09,DE
TKT-102749,2026-02-23 11:46:12,chat,order_status,delivery_delayed,medium,"I received the wrong item, this isn't what I ordered.",ai_chatbot,,0.4,,abandoned,1,1,0.1,AU
TKT-103732,2026-02-23 11:46:44,chat,refund,partial_refund,medium,I bought a voucher last week and it doesn't work. I want my money back.,in_house,IH-013,5.2,16.9,escalated,5,6,4.22,UK
TKT-102112,2026-02-23 11:48:13,email,voucher_problem,voucher_transfer,urgent,The voucher shows as redeemed but I never used it.,bpo_vendorA,VA-038,67.9,128.1,escalated,2,7,4.86,DE
TKT-106642,2026-02-23 11:49:44,chat,refund,refund_policy_question,low,"I want to return this product, how do I get refunded?",ai_chatbot,,0.6,2.2,escalated,2,2,0.09,US
TKT-109226,2026-02-23 11:51:44,chat,order_status,,high,My order status has been 'processing' for a week now.,bpo_vendorB,VB-017,6.9,40.1,escalated,,7,1.93,US
TKT-101538,2026-02-23 11:52:22,social,voucher_problem,voucher_not_working,low,I received the wrong voucher for my purchase.,bpo_vendorB,VB-033,68.0,400.5,resolved,3,4,4.68,DE
TKT-104241,2026-02-23 11:53:03,chat,billing,payment_failed,urgent,I was charged the wrong amount for my purchase.,in_house,IH-016,1.3,20.9,resolved,4,3,3.42,US
TKT-101649,2026-02-23 11:53:56,email,billing,subscription_cancel,medium,i keep getting charged monthly but i cancelled my subscription,bpo_vendorB,VB-033,171.3,172.3,resolved,3,9,3.9,UK
TKT-104037,2026-02-23 11:59:06,email,merchant_issue,merchant_closed,urgent,Waited 2 hours at the merchant with my Groupon and was turned away.,bpo_vendorA,VA-049,78.3,164.0,resolved,4,5,4.16,ES
TKT-107741,2026-02-23 12:00:37,phone,billing,promo_code_issue,low,i see an unauthorized charge on my credit card from groupon.,bpo_vendorB,VB-015,61.9,161.4,escalated,,9,4.37,FR
TKT-105785,2026-02-23 12:05:28,email,refund,partial_refund,low,I never received my order and want a full refund please.,bpo_vendorB,VB-003,77.8,146.3,resolved,4,6,2.62,DE
TKT-106754,2026-02-23 12:07:33,email,voucher_problem,voucher_not_working,medium,i received the wrong voucher for my purchase.,in_house,IH-021,27.4,,pending,5,3,4.17,AU
TKT-109353,2026-02-23 12:12:31,chat,voucher_problem,voucher_expired,medium,I have a voucher for a deal that's no longer available.,bpo_vendorB,VB-006,9.0,,abandoned,2,4,1.34,US
TKT-102493,2026-02-23 12:14:37,chat,order_status,order_not_received,low,My order status has been 'processing' for a week now.,bpo_vendorB,VB-028,13.4,44.7,resolved,,4,2.44,FR
TKT-108085,2026-02-23 12:18:30,chat,billing,promo_code_issue,low,I keep getting charged monthly but I cancelled my subscription. URGENT!!!,bpo_vendorA,VA-037,5.2,41.4,resolved,3,6,2.1,FR
TKT-107032,2026-02-23 12:19:27,chat,voucher_problem,voucher_transfer,high,Voucher says valid until next month but merchant won't accept it,ai_chatbot,,0.7,-79.2,resolved,4,2,0.15,US
TKT-100419,2026-02-23 12:25:27,social,merchant_issue,,low,Waited 2 hours at the merchant with my Groupon and was turned away.,bpo_vendorB,VB-022,53.8,54.8,resolved,2,6,2.94,UK
TKT-100535,2026-02-23 12:30:54,chat,merchant_issue,merchant_closed,high,Merchant provided a completely different service than described.,ai_chatbot,,0.3,6.0,escalated,1,8,0.13,AU
TKT-109876,2026-02-23 12:36:04,chat,order_status,,high,Package shows delivered to wrong address,ai_chatbot,,0.3,10.0,resolved,,1,0.13,DE
TKT-101363,2026-02-23 12:41:10,social,merchant_issue,merchant_closed,urgent,Waited 2 hours at the merchant with my Groupon and was turned away.,in_house,IH-031,8.8,87.7,resolved,4,2,6.66,FR
TKT-107349,2026-02-23 12:41:37,email,order_status,wrong_item,urgent,When will my voucher be activated? I purchased it yesterday.,bpo_vendorA,VA-027,56.4,125.5,resolved,3,6,2.8,UK
TKT-100629,2026-02-23 12:45:34,chat,refund,,medium,"The experience was terrible, nothing like advertised. Refund please!",ai_chatbot,,0.7,,abandoned,,3,0.14,US
TKT-105460,2026-02-23 12:48:40,email,order_status,wrong_item,high,"i received the wrong item, this isn't what i ordered.",bpo_vendorA,VA-008,54.9,55.9,resolved,5,7,2.35,IT
TKT-101286,2026-02-23 12:50:14,email,account,delete_account,low,Need to change the email address on my account.,in_house,IH-030,66.9,100.2,resolved,,3,7.22,ES
TKT-108840,2026-02-23 12:52:15,email,refund,,medium,Can I get a partial refund? The service was only half of what was promised.,in_house,IH-006,33.7,78.5,resolved,4,4,4.84,US
TKT-109380,2026-02-23 12:58:32,phone,voucher_problem,voucher_transfer,low,The fine print says something different than the deal page,bpo_vendorA,VA-014,10.1,11.1,resolved,,3,3.33,AU
TKT-101122,2026-02-23 13:02:30,chat,billing,,medium,I see an unauthorized charge on my credit card from Groupon. URGENT!!!,in_house,IH-024,3.5,32.1,resolved,5,5,3.49,FR
TKT-101492,2026-02-23 13:04:53,email,voucher_problem,,low,can i transfer my voucher to someone else?,bpo_vendorB,VB-018,282.3,283.3,resolved,1,4,5.21,FR
TKT-108845,2026-02-23 13:05:34,phone,order_status,order_not_received,medium,Tracking shows delivered but I never got it please help,in_house,IH-004,3.7,14.0,resolved,5,3,5.09,UK
TKT-107443,2026-02-23 13:16:37,chat,voucher_problem,voucher_not_working,medium,I need to change the date on my voucher booking.,ai_chatbot,,0.5,6.8,resolved,5,1,0.12,DE
TKT-105070,2026-02-23 13:19:15,phone,billing,payment_failed,low,My payment failed but the money was taken from my account.,in_house,IH-024,2.2,13.7,resolved,4,2,8.25,UK
TKT-108914,2026-02-23 13:20:41,email,refund,partial_refund,low,I bought a voucher last week and it doesn't work. I want my money back.,ai_chatbot,,1.8,6.0,escalated,2,2,0.18,US
TKT-109657,2026-02-23 13:32:26,social,refund,partial_refund,medium,"I need a refund for my purchase, the deal was not what was described.",bpo_vendorA,VA-011,75.0,76.0,escalated,2,7,4.02,UK
TKT-104505,2026-02-23 13:35:20,phone,merchant_issue,merchant_closed,medium,Merchant added extra charges not mentioned in the deal. ??,bpo_vendorA,VA-023,15.7,22.7,resolved,4,5,5.36,FR
TKT-105087,2026-02-23 13:36:15,phone,refund,full_refund,low,"I need a refund for my purchase, the deal was not what was described.",in_house,IH-008,11.3,34.5,resolved,3,2,7.64,FR
TKT-102541,2026-02-23 13:38:10,social,account,account_locked,low,My account shows purchases I didn't make.,ai_chatbot,,6.8,31.5,resolved,3,3,0.19,UK
TKT-104864,2026-02-23 13:48:29,email,refund,refund_not_received,medium,Merchant went out of business before I could use my voucher.,bpo_vendorA,VA-026,79.2,,abandoned,2,3,2.57,FR
TKT-107941,2026-02-23 13:48:54,email,refund,,high,Merchant went out of business before I could use my voucher.,ai_chatbot,,0.6,2.7,escalated,3,5,0.17,AU
TKT-105648,2026-02-23 13:49:36,email,other,feedback,medium,What's your return policy? URGENT!!!,bpo_vendorA,VA-034,,107.7,resolved,5,5,3.58,ES
TKT-100479,2026-02-23 13:53:44,email,refund,refund_not_received,medium,"I need a refund for my purchase, the deal was not what was described.",ai_chatbot,,0.7,,pending,4,2,0.12,FR
TKT-107983,2026-02-23 13:58:08,chat,billing,,low,"I was charged twice for the same deal, please fix this. this is ridiculous",bpo_vendorB,VB-006,5.1,54.8,resolved,3,6,1.7,US
TKT-108621,2026-02-23 13:58:11,email,account,password_reset,urgent,my account shows purchases i didn't make.,in_house,IH-015,79.5,,abandoned,3,5,4.83,AU
TKT-101489,2026-02-23 14:07:55,chat,refund,refund_policy_question,low,"i need a refund for my purchase, the deal was not what was described.",ai_chatbot,,0.8,-44.9,escalated,4,2,0.12,DE
TKT-106255,2026-02-23 14:13:58,phone,refund,full_refund,medium,Merchant went out of business before I could use my voucher.,bpo_vendorB,VB-033,25.5,,pending,2,6,3.39,US
TKT-102815,2026-02-23 14:14:22,email,other,general_inquiry,urgent,Do you have any deals for [city]?,in_house,IH-029,41.5,42.5,resolved,5,5,5.68,US
